# phi[M_Pl]	V[H0^2*Mpl^2]	V[GeV^4]	V[eV^4]
2.602379212102851058e-02 1.986344478218576626e+00 5.889911131247155048e-43 5.889911131247154861e-07
2.604292970859233003e-02 1.986358421005105512e+00 5.889952474415210140e-43 5.889952474415210162e-07
2.606206459711302159e-02 1.986372377246366838e+00 5.889993857479253150e-43 5.889993857479253139e-07
2.608119678334493152e-02 1.986386346928566304e+00 5.890035280398384631e-43 5.890035280398384805e-07
2.610032626404974743e-02 1.986400330037918049e+00 5.890076743131723454e-43 5.890076743131724174e-07
2.611945303599651214e-02 1.986414326560647314e+00 5.890118245638426725e-43 5.890118245638427318e-07
2.613857709596156820e-02 1.986428336482987334e+00 5.890159787877672260e-43 5.890159787877672543e-07
2.615769844072855788e-02 1.986442359791183776e+00 5.890201369808676111e-43 5.890201369808676270e-07
2.617681706708840927e-02 1.986456396471487640e+00 5.890242991390670258e-43 5.890242991390670805e-07
2.619593297183935021e-02 1.986470446510158361e+00 5.890284652582908987e-43 5.890284652582909626e-07
2.621504615178685271e-02 1.986484509893474026e+00 5.890326353344707118e-43 5.890326353344707625e-07
2.623415660374364689e-02 1.986498586607711392e+00 5.890368093635370714e-43 5.890368093635371220e-07
2.625326432452970704e-02 1.986512676639161423e+00 5.890409873414248847e-43 5.890409873414249184e-07
2.627236931097223782e-02 1.986526779974124413e+00 5.890451692640720860e-43 5.890451692640720992e-07
2.629147155990566032e-02 1.986540896598907313e+00 5.890493551274183619e-43 5.890493551274184119e-07
2.631057106817157043e-02 1.986555026499836174e+00 5.890535449274090545e-43 5.890535449274091100e-07
2.632966783261876664e-02 1.986569169663229495e+00 5.890577386599874351e-43 5.890577386599874349e-07
2.634876185010323613e-02 1.986583326075429756e+00 5.890619363211037045e-43 5.890619363211037221e-07
2.636785311748809923e-02 1.986597495722785656e+00 5.890661379067099756e-43 5.890661379067100012e-07
2.638694163164365114e-02 1.986611678591647667e+00 5.890703434127588390e-43 5.890703434127588311e-07
2.640602738944730632e-02 1.986625874668387581e+00 5.890745528352093376e-43 5.890745528352093353e-07
2.642511038778359855e-02 1.986640083939375412e+00 5.890787661700198767e-43 5.890787661700198961e-07
2.644419062354420868e-02 1.986654306390998492e+00 5.890829834131540393e-43 5.890829834131540838e-07
2.646326809362788135e-02 1.986668542009648597e+00 5.890872045605767627e-43 5.890872045605767393e-07
2.648234279494045273e-02 1.986682790781730823e+00 5.890914296082567277e-43 5.890914296082567270e-07
2.650141472439485057e-02 1.986697052693652044e+00 5.890956585521634119e-43 5.890956585521634405e-07
2.652048387891103864e-02 1.986711327731841337e+00 5.890998913882727446e-43 5.890998913882727323e-07
2.653955025541603063e-02 1.986725615882723783e+00 5.891041281125594607e-43 5.891041281125595018e-07
2.655861385084389015e-02 1.986739917132746225e+00 5.891083687210049059e-43 5.891083687210048953e-07
2.657767466213568908e-02 1.986754231468352394e+00 5.891126132095892317e-43 5.891126132095892120e-07
2.659673268623953535e-02 1.986768558876002011e+00 5.891168615742974480e-43 5.891168615742975157e-07
2.661578792011050354e-02 1.986782899342165454e+00 5.891211138111179104e-43 5.891211138111179409e-07
2.663484036071067651e-02 1.986797252853319762e+00 5.891253699160406474e-43 5.891253699160406335e-07
2.665389000500908989e-02 1.986811619395949080e+00 5.891296298850579972e-43 5.891296298850580689e-07
2.667293684998175984e-02 1.986825998956550432e+00 5.891338937141661216e-43 5.891338937141661106e-07
2.669198089261164142e-02 1.986840391521633720e+00 5.891381613993647668e-43 5.891381613993647513e-07
2.671102212988862856e-02 1.986854797077707957e+00 5.891424329366535994e-43 5.891424329366536663e-07
2.673006055880954024e-02 1.986869215611301698e+00 5.891467083220382600e-43 5.891467083220382481e-07
2.674909617637807879e-02 1.986883647108946604e+00 5.891509875515250266e-43 5.891509875515250541e-07
2.676812897960489934e-02 1.986898091557182777e+00 5.891552706211225665e-43 5.891552706211225473e-07
2.678715896550751263e-02 1.986912548942565859e+00 5.891595575268446453e-43 5.891595575268446967e-07
2.680618613111029891e-02 1.986927019251651494e+00 5.891638482647046301e-43 5.891638482647046238e-07
2.682521047344450793e-02 1.986941502471015308e+00 5.891681428307218622e-43 5.891681428307219093e-07
2.684423198954824508e-02 1.986955998587236483e+00 5.891724412209168776e-43 5.891724412209168747e-07
2.686325067646645748e-02 1.986970507586898638e+00 5.891767434313114071e-43 5.891767434313114297e-07
2.688226653125090626e-02 1.986985029456604046e+00 5.891810494579328372e-43 5.891810494579328840e-07
2.690127955096015266e-02 1.986999564182962530e+00 5.891853592968105455e-43 5.891853592968105588e-07
2.692028973265961356e-02 1.987014111752583023e+00 5.891896729439739895e-43 5.891896729439739872e-07
2.693929707342143653e-02 1.987028672152096220e+00 5.891939903954587599e-43 5.891939903954587374e-07
2.695830157032458319e-02 1.987043245368135924e+00 5.891983116473015626e-43 5.891983116473015421e-07
2.697730322045477358e-02 1.987057831387346596e+00 5.892026366955422899e-43 5.892026366955423108e-07
2.699630202090447240e-02 1.987072430196381134e+00 5.892069655362231437e-43 5.892069655362231759e-07
2.701529796877288891e-02 1.987087041781902652e+00 5.892112981653895920e-43 5.892112981653896583e-07
2.703429106116597702e-02 1.987101666130585809e+00 5.892156345790902094e-43 5.892156345790902434e-07
2.705328129519639357e-02 1.987116303229104819e+00 5.892199747733738093e-43 5.892199747733738402e-07
2.707226866798349840e-02 1.987130953064151662e+00 5.892243187442943029e-43 5.892243187442943340e-07
2.709125317665338206e-02 1.987145615622428974e+00 5.892286664879086286e-43 5.892286664879086804e-07
2.711023481833876869e-02 1.987160290890641612e+00 5.892330180002746007e-43 5.892330180002745763e-07
2.712921359017908540e-02 1.987174978855510421e+00 5.892373732774544943e-43 5.892373732774544834e-07
2.714818948932040676e-02 1.987189679503761131e+00 5.892417323155125758e-43 5.892417323155125570e-07
2.716716251291545481e-02 1.987204392822124355e+00 5.892460951105139082e-43 5.892460951105139056e-07
2.718613265812358515e-02 1.987219118797352468e+00 5.892504616585304048e-43 5.892504616585304140e-07
2.720509992211078698e-02 1.987233857416197846e+00 5.892548319556338992e-43 5.892548319556339668e-07
2.722406430204965533e-02 1.987248608665421301e+00 5.892592059978986146e-43 5.892592059978986722e-07
2.724302579511940492e-02 1.987263372531796968e+00 5.892635837814029961e-43 5.892635837814029794e-07
2.726198439850581468e-02 1.987278149002107863e+00 5.892679653022276391e-43 5.892679653022276670e-07
2.728094010940124159e-02 1.987292938063139669e+00 5.892723505564545733e-43 5.892723505564545723e-07
2.729989292500463460e-02 1.987307739701694054e+00 5.892767395401701292e-43 5.892767395401701913e-07
2.731884284252146522e-02 1.987322553904587341e+00 5.892811322494649390e-43 5.892811322494649376e-07
2.733778985916376914e-02 1.987337380658629193e+00 5.892855286804278028e-43 5.892855286804278484e-07
2.735673397215010461e-02 1.987352219950648813e+00 5.892899288291535744e-43 5.892899288291535722e-07
2.737567517870555245e-02 1.987367071767482951e+00 5.892943326917387802e-43 5.892943326917387697e-07
2.739461347606168828e-02 1.987381936095979462e+00 5.892987402642837703e-43 5.892987402642838068e-07
2.741354886145662417e-02 1.987396812922986644e+00 5.893031515428885760e-43 5.893031515428886264e-07
2.743248133213492534e-02 1.987411702235372335e+00 5.893075665236595214e-43 5.893075665236595238e-07
2.745141088534763796e-02 1.987426604020009258e+00 5.893119852027038863e-43 5.893119852027039592e-07
2.747033751835227522e-02 1.987441518263780793e+00 5.893164075761324556e-43 5.893164075761324631e-07
2.748926122841280351e-02 1.987456444953570323e+00 5.893208336400557749e-43 5.893208336400557778e-07
2.750818201279961461e-02 1.987471384076285208e+00 5.893252633905917979e-43 5.893252633905918455e-07
2.752709986878953963e-02 1.987486335618831479e+00 5.893296968238576816e-43 5.893296968238576554e-07
2.754601479366582117e-02 1.987501299568126267e+00 5.893341339359741677e-43 5.893341339359742201e-07
2.756492678471814117e-02 1.987516275911096475e+00 5.893385747230649448e-43 5.893385747230649875e-07
2.758383583924253757e-02 1.987531264634681438e+00 5.893430191812570473e-43 5.893430191812571111e-07
2.760274195454144597e-02 1.987546265725823158e+00 5.893474673066786245e-43 5.893474673066786975e-07
2.762164512792367188e-02 1.987561279171476514e+00 5.893519190954615697e-43 5.893519190954615590e-07
2.764054535670439072e-02 1.987576304958603934e+00 5.893563745437400063e-43 5.893563745437400489e-07
2.765944263820512006e-02 1.987591343074178507e+00 5.893608336476510051e-43 5.893608336476510617e-07
2.767833696975371960e-02 1.987606393505179536e+00 5.893652964033339468e-43 5.893652964033339272e-07
2.769722834868439121e-02 1.987621456238598761e+00 5.893697628069313186e-43 5.893697628069313632e-07
2.771611677233760951e-02 1.987636531261437245e+00 5.893742328545889533e-43 5.893742328545889462e-07
2.773500223806023290e-02 1.987651618560698719e+00 5.893787065424530022e-43 5.893787065424529940e-07
2.775388474320533705e-02 1.987666718123405118e+00 5.893831838666753519e-43 5.893831838666753300e-07
2.777276428513232587e-02 1.987681829936577049e+00 5.893876648234071719e-43 5.893876648234072483e-07
2.779164086120686217e-02 1.987696953987258208e+00 5.893921494088068008e-43 5.893921494088068191e-07
2.781051446880088152e-02 1.987712090262480302e+00 5.893966376190289129e-43 5.893966376190289365e-07
2.782938510529255061e-02 1.987727238749306569e+00 5.894011294502372632e-43 5.894011294502372823e-07
2.784825276806629502e-02 1.987742399434796248e+00 5.894056248985949696e-43 5.894056248985950090e-07
2.786711745451275757e-02 1.987757572306017018e+00 5.894101239602669819e-43 5.894101239602669632e-07
2.788597916202882609e-02 1.987772757350054764e+00 5.894146266314243833e-43 5.894146266314244501e-07
2.790483788801756404e-02 1.987787954553995373e+00 5.894191329082376199e-43 5.894191329082376102e-07
2.792369362988825210e-02 1.987803163904935833e+00 5.894236427868808814e-43 5.894236427868809251e-07
2.794254638505634658e-02 1.987818385389983789e+00 5.894281562635310658e-43 5.894281562635310999e-07
2.796139615094347941e-02 1.987833618996253993e+00 5.894326733343676998e-43 5.894326733343676982e-07
2.798024292497744425e-02 1.987848864710873187e+00 5.894371939955734962e-43 5.894371939955735662e-07
2.799908670459221038e-02 1.987864122520974330e+00 5.894417182433330796e-43 5.894417182433331380e-07
2.801792748722786719e-02 1.987879392413701041e+00 5.894462460738341809e-43 5.894462460738342360e-07
2.803676527033062416e-02 1.987894674376200044e+00 5.894507774832658058e-43 5.894507774832658472e-07
2.805560005135286639e-02 1.987909968395637605e+00 5.894553124678223762e-43 5.894553124678223584e-07
2.807443182775304358e-02 1.987925274459178215e+00 5.894598510236979160e-43 5.894598510236979447e-07
2.809326059699572553e-02 1.987940592554009012e+00 5.894643931470929805e-43 5.894643931470930281e-07
2.811208635655156052e-02 1.987955922667304254e+00 5.894689388342047001e-43 5.894689388342047483e-07
2.813090910389727528e-02 1.987971264786267067e+00 5.894734880812384892e-43 5.894734880812385036e-07
2.814972883651567503e-02 1.987986618898101465e+00 5.894780408844000807e-43 5.894780408844001157e-07
2.816854555189561571e-02 1.988001984990021676e+00 5.894825972398981548e-43 5.894825972398981593e-07
2.818735924753199007e-02 1.988017363049249475e+00 5.894871571439437815e-43 5.894871571439438561e-07
2.820616992092576936e-02 1.988032753063019076e+00 5.894917205927516947e-43 5.894917205927517098e-07
2.822497756958392001e-02 1.988048155018563801e+00 5.894962875825362300e-43 5.894962875825362245e-07
2.824378219101941756e-02 1.988063568903142730e+00 5.895008581095194497e-43 5.895008581095195272e-07
2.826258378275126049e-02 1.988078994704006508e+00 5.895054321699209467e-43 5.895054321699209923e-07
2.828138234230444248e-02 1.988094432408423984e+00 5.895100097599657303e-43 5.895100097599657115e-07
2.830017786720992468e-02 1.988109882003669782e+00 5.895145908758804827e-43 5.895145908758804708e-07
2.831897035500466342e-02 1.988125343477035400e+00 5.895191755138965857e-43 5.895191755138966088e-07
2.833775980323155474e-02 1.988140816815804346e+00 5.895237636702437484e-43 5.895237636702437701e-07
2.835654620943946214e-02 1.988156302007288989e+00 5.895283553411595655e-43 5.895283553411595402e-07
2.837532957118323040e-02 1.988171799038790155e+00 5.895329505228786846e-43 5.895329505228787517e-07
2.839410988602357466e-02 1.988187307897633094e+00 5.895375492116424444e-43 5.895375492116424843e-07
2.841288715152716360e-02 1.988202828571149272e+00 5.895421514036947325e-43 5.895421514036947821e-07
2.843166136526656396e-02 1.988218361046671490e+00 5.895467570952794363e-43 5.895467570952794774e-07
2.845043252482026830e-02 1.988233905311550309e+00 5.895513662826454616e-43 5.895513662826454849e-07
2.846920062777263949e-02 1.988249461353135850e+00 5.895559789620420329e-43 5.895559789620420368e-07
2.848796567171393845e-02 1.988265029158796438e+00 5.895605951297237114e-43 5.895605951297237651e-07
2.850672765424026867e-02 1.988280608715903064e+00 5.895652147819456159e-43 5.895652147819456196e-07
2.852548657295364554e-02 1.988296200011837378e+00 5.895698379149661312e-43 5.895698379149661499e-07
2.854424242546189927e-02 1.988311803033991687e+00 5.895744645250468281e-43 5.895744645250468701e-07
2.856299520937870262e-02 1.988327417769761851e+00 5.895790946084504723e-43 5.895790946084504592e-07
2.858174492232357089e-02 1.988343044206558830e+00 5.895837281614439715e-43 5.895837281614440429e-07
2.860049156192183417e-02 1.988358682331797134e+00 5.895883651802955876e-43 5.895883651802955940e-07
2.861923512580463735e-02 1.988374332132904598e+00 5.895930056612774058e-43 5.895930056612774266e-07
2.863797561160891236e-02 1.988389993597312611e+00 5.895976496006624673e-43 5.895976496006624896e-07
2.865671301697740592e-02 1.988405666712461439e+00 5.896022969947267604e-43 5.896022969947268028e-07
2.867544733955861014e-02 1.988421351465812670e+00 5.896069478397522475e-43 5.896069478397523151e-07
2.869417857700683194e-02 1.988437047844820782e+00 5.896116021320189795e-43 5.896116021320189635e-07
2.871290672698212365e-02 1.988452755836952690e+00 5.896162598678105915e-43 5.896162598678106029e-07
2.873163178715026911e-02 1.988468475429691296e+00 5.896209210434155775e-43 5.896209210434156406e-07
2.875035375518281144e-02 1.988484206610515947e+00 5.896255856551213963e-43 5.896255856551214255e-07
2.876907262875701143e-02 1.988499949366929975e+00 5.896302536992222770e-43 5.896302536992222943e-07
2.878778840555587526e-02 1.988515703686434044e+00 5.896349251720121303e-43 5.896349251720121601e-07
2.880650108326808512e-02 1.988531469556541253e+00 5.896396000697881327e-43 5.896396000697881126e-07
2.882521065958804085e-02 1.988547246964774473e+00 5.896442783888508858e-43 5.896442783888509472e-07
2.884391713221587383e-02 1.988563035898658349e+00 5.896489601255009912e-43 5.896489601255010356e-07
2.886262049885733594e-02 1.988578836345740619e+00 5.896536452760460601e-43 5.896536452760460554e-07
2.888132075722388281e-02 1.988594648293562805e+00 5.896583338367919514e-43 5.896583338367919901e-07
2.890001790503261836e-02 1.988610471729681528e+00 5.896630258040489845e-43 5.896630258040490581e-07
2.891871194000632250e-02 1.988626306641664065e+00 5.896677211741305855e-43 5.896677211741306546e-07
2.893740285987338179e-02 1.988642153017081249e+00 5.896724199433513751e-43 5.896724199433514449e-07
2.895609066236784490e-02 1.988658010843516344e+00 5.896771221080292400e-43 5.896771221080292711e-07
2.897477534522938103e-02 1.988673880108563274e+00 5.896818276644858904e-43 5.896818276644858926e-07
2.899345690620323823e-02 1.988689760799817741e+00 5.896865366090429566e-43 5.896865366090429628e-07
2.901213534304032671e-02 1.988705652904892318e+00 5.896912489380273263e-43 5.896912489380273235e-07
2.903081065349712164e-02 1.988721556411399582e+00 5.896959646477660464e-43 5.896959646477660280e-07
